NM_URNA_CANDIDATO,NM_MUNICIPIO,CD_MUNICIPIO,DS_SIT_TOT_TURNO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS,Espectro
ANA LUCIA,SÃO LUÍS DO PARAITINGA,71013,ELEITO,45,PSDB,2845,centro
KAZU,BODOQUENA,98019,ELEITO,45,PSDB,2835,centro
GUILHERME,SILVEIRAS,71412,ELEITO,45,PSDB,2802,centro
DR LAURI,BREJO DOS SANTOS,19593,ELEITO,45,PSDB,2801,centro
SANDRO MÔCO,CAMALAÚ,19798,ELEITO,45,PSDB,2790,centro
NELSON CINTRA,PORTO MURTINHO,91375,ELEITO,45,PSDB,2778,centro
LIDIANE,TIBAU,16225,ELEITO,45,PSDB,2762,centro
LUQUINHA DO BRASIL,MARIZÓPOLIS,19461,ELEITO,45,PSDB,2747,centro
GILBERTO BRAGA,LUÍS DOMINGUES,8230,ELEITO,45,PSDB,2746,centro
SERGINHO,SERRA NEGRA DO NORTE,18651,ELEITO,45,PSDB,2730,centro
CARLINHOS,IACRI,64858,ELEITO,45,PSDB,2699,centro
ALVARO DE LIMA,PEDRA BELA,68373,ELEITO,45,PSDB,2695,centro
MERITON ALVES,SÃO FRANCISCO DE PAULA,52230,ELEITO,45,PSDB,2694,centro
DR ELSON,AREALVA,61670,ELEITO,45,PSDB,2679,centro
UADY,JAÇANÃ,16977,ELEITO,45,PSDB,2667,centro
PROF. WILL,UCHOA,72133,NÃO ELEITO,45,PSDB,2648,centro
CHICO CLEMENTINO,GRANJEIRO,13978,ELEITO,45,PSDB,2637,centro
LAELSON,SÃO MIGUEL DE TAIPU,22012,ELEITO,45,PSDB,2635,centro
EDSON DA FARMÁCIA,JARAGUARI,90972,ELEITO,45,PSDB,2628,centro
ADILSON SEGURA,VALENTIM GENTIL,72230,ELEITO,45,PSDB,2625,centro
DR. HERMANO,MORADA NOVA DE MINAS,48690,ELEITO,45,PSDB,2622,centro
CARLOS BOHN,MATO LEITÃO,87041,ELEITO,45,PSDB,2619,centro
DR JEFFERSON,BARRA DO TURVO,62073,ELEITO,45,PSDB,2615,centro
BRANQUINHO,VICENTINÓPOLIS,96571,ELEITO,45,PSDB,2615,centro
MÁRCIO ARJOL,URÂNIA,72176,ELEITO,45,PSDB,2610,centro
MARQUINHO PINHEIRO,SÃO PEDRO DO TURVO,71110,ELEITO,45,PSDB,2606,centro
CARLOS DENTISTA,DOBRADA,63819,ELEITO,45,PSDB,2604,centro
HELINHO BERNARDINO,SALTINHO,61441,ELEITO,45,PSDB,2595,centro
PROFESSOR PAULINO GRANA,SILVES,2771,ELEITO,45,PSDB,2587,centro
NOVINHO,CERRO CORÁ,16535,ELEITO,45,PSDB,2584,centro
DONIZETTI,TOLEDO,53813,ELEITO,45,PSDB,2578,centro
JUNINHO DA SAÚDE,DOM CAVATI,44490,ELEITO,45,PSDB,2558,centro
CLAUDIO DA TETE,PALESTINA DO PARÁ,4162,ELEITO,45,PSDB,2552,centro
ODAIR GUERREIRO,BRAGANEY,79839,ELEITO,45,PSDB,2551,centro
DR RAIMUNDINHO,JOSÉ DA PENHA,17175,ELEITO,45,PSDB,2549,centro
NILTON,CACIMBAS,19364,ELEITO,45,PSDB,2548,centro
MANINHO,SÃO SEBASTIÃO DO ANTA,42366,ELEITO,45,PSDB,2548,centro
MIGUEL TOMAZELA,PEREIRAS,68519,ELEITO,45,PSDB,2542,centro
HERMANO,ARUANÃ,92495,ELEITO,45,PSDB,2531,centro
ALMIDES,SANTA ROSA DO SUL,80241,ELEITO,45,PSDB,2531,centro
RENATO,GÁLIA,64335,ELEITO,45,PSDB,2498,centro
ALEXANDRINO GARCIA,ARAL MOREIRA,91715,ELEITO,45,PSDB,2497,centro
MARCELO MEIRELES,SÃO ROMÃO,52833,ELEITO,45,PSDB,2488,centro
BIM BELÃO,TRÊS FRONTEIRAS,71994,ELEITO,45,PSDB,2467,centro
LEONIR KOCHE,ERVAL SECO,86436,ELEITO,45,PSDB,2446,centro
VANDIR VALERIO,DORES DO TURVO,44652,ELEITO,45,PSDB,2443,centro
ZE DITO,CAMPINA DO MONTE ALEGRE,61506,ELEITO,45,PSDB,2439,centro
DIRCEU BETTONI,PARANHOS,91847,NÃO ELEITO,45,PSDB,2431,centro
EDINHO,ANAURILÂNDIA,90158,ELEITO,45,PSDB,2423,centro
TONINHO MAIA,GETULINA,64416,ELEITO,45,PSDB,2418,centro
JOEL RICARDO MARTINS FERREIRA,GENERAL CARNEIRO,75671,ELEITO,45,PSDB,2398,centro
LUIZ CLOVIS,GUATAMBÚ,80527,ELEITO,45,PSDB,2394,centro
DINAMERICO PERONI,ITARIRI,65676,ELEITO,45,PSDB,2366,centro
JUNINHO,ROCHEDO,91499,ELEITO,45,PSDB,2362,centro
MARGARETH DE MUNIL,BARÃO DE MELGAÇO,90310,ELEITO,45,PSDB,2353,centro
GERALDO SERAFIM,CUITEGI,20052,ELEITO,45,PSDB,2343,centro
MAGDIEL,CARAÁ,88340,ELEITO,45,PSDB,2337,centro
SAMANTHA ENFERMEIRA,BELA VISTA DE MINAS,41190,ELEITO,45,PSDB,2331,centro
ZE GARCIA,ARAGOIÂNIA,92355,ELEITO,45,PSDB,2313,centro
JAIR SCAPINI,GUIA LOPES DA LAGUNA,90816,ELEITO,45,PSDB,2304,centro
ADEMILSON,SANTA RITA DE MINAS,40665,ELEITO,45,PSDB,2302,centro
PROFESSOR GUSTAVO,SARAPUÍ,71234,ELEITO,45,PSDB,2297,centro
LUIZ DA AMBULÂNCIA,JEQUITIBÁ,47139,ELEITO,45,PSDB,2262,centro
DR. PAULO AZIZ,PATROCÍNIO DO MURIAÉ,49638,ELEITO,45,PSDB,2257,centro
MARCELO DO SINDICATO,PILÕEZINHOS,21350,ELEITO,45,PSDB,2257,centro
ERALDO,JATEÍ,91014,ELEITO,45,PSDB,2231,centro
MARCIA,GUAIMBÊ,64475,ELEITO,45,PSDB,2226,centro
DR PAULO,GADO BRAVO,19623,NÃO ELEITO,45,PSDB,2215,centro
PAULINHO PINHEIRO,ANGELÂNDIA,41688,ELEITO,45,PSDB,2212,centro
ERANI,SEBASTIANÓPOLIS DO SUL,71277,ELEITO,45,PSDB,2193,centro
RAIMUNDINHO,BOM SUCESSO,74616,ELEITO,45,PSDB,2191,centro
MARCÃO,DESCOBERTO,44253,ELEITO,45,PSDB,2188,centro
MIRELI MARTINS,ORINDIÚVA,67857,ELEITO,45,PSDB,2188,centro
DANIEL VIANA,NUPORANGA,67733,ELEITO,45,PSDB,2188,centro
GIL,CROMÍNIA,93319,ELEITO,45,PSDB,2175,centro
LUSIMAR PORFIRIO,SÃO FRANCISCO DO OESTE,18210,ELEITO,45,PSDB,2172,centro
SAMUEL,CONCEIÇÃO DE IPANEMA,43478,ELEITO,45,PSDB,2170,centro
EDILSON NUNES,VEREDINHA,42544,ELEITO,45,PSDB,2158,centro
BUDA DO LAIR,RIO NEGRO,91456,ELEITO,45,PSDB,2155,centro
MARIA HELENA,OLHO D ÁGUA DO BORGES,17671,ELEITO,45,PSDB,2134,centro
PILOLA,CAIÇARA DO NORTE,16047,ELEITO,45,PSDB,2126,centro
MARINALDO CRUZ,LOGRADOURO,19160,ELEITO,45,PSDB,2124,centro
IDEUVAN AVELAR,FELISBURGO,45110,ELEITO,45,PSDB,2108,centro
GÉ,ESTAÇÃO,85286,ELEITO,45,PSDB,2106,centro
CUSTÓDIO,SÃO PEDRO DA UNIÃO,52779,ELEITO,45,PSDB,2099,centro
JUJUBA,GALILÉIA,45454,ELEITO,45,PSDB,2093,centro
CHEM,ADOLFO,61034,ELEITO,45,PSDB,2087,centro
NECO PAGLIOSA,CARACOL,90530,ELEITO,45,PSDB,2047,centro
NELSON,CLEMENTINA,63398,ELEITO,45,PSDB,2026,centro
VALDIR CARDOSO,TIMBÓ GRANDE,80209,ELEITO,45,PSDB,2025,centro
DI PICAPAU,BORACÉIA,62456,ELEITO,45,PSDB,2024,centro
JOSÉ HEITOR,NAZARENO,48895,ELEITO,45,PSDB,2012,centro
NILSON,BOM SUCESSO DO SUL,74160,ELEITO,45,PSDB,2004,centro
RICARDO ROCHA,FELÍCIO DOS SANTOS,45071,ELEITO,45,PSDB,1970,centro
DR. VALDEMIR BARROS,PIUM,95478,ELEITO,45,PSDB,1968,centro
GERSON ALVES,ITIRAPUÃ,65757,ELEITO,45,PSDB,1950,centro
JUNINHO JACOMEL,ALTO CAPARAÓ,41661,ELEITO,45,PSDB,1936,centro
FÁTIMA DE PACHICA,CORONEL JOÃO PESSOA,16578,ELEITO,45,PSDB,1935,centro
NIDÃO,TOCOS DO MOJI,42587,ELEITO,45,PSDB,1934,centro
AIRTON GOMES,GUARAÇAÍ,64572,ELEITO,45,PSDB,1932,centro
CURISCO,SÃO JOSÉ DA SAFIRA,52590,ELEITO,45,PSDB,1919,centro
PAULO PEIXOTO,JOSÉ RAYDAN,42323,ELEITO,45,PSDB,1911,centro
FRANINHO DO DR LUIZINHO,PAINEIRAS,49271,ELEITO,45,PSDB,1907,centro
PEDRO HENRIQUE,PEDRA GRANDE,17892,ELEITO,45,PSDB,1900,centro
AILTON FERRAZ,TABULEIRO,53570,ELEITO,45,PSDB,1879,centro
GIOVANNI,CATOLÂNDIA,34479,ELEITO,45,PSDB,1873,centro
MARCELA RIBEIRO LOPES,CORGUINHO,90611,ELEITO,45,PSDB,1856,centro
PROFESSOR MAURÍCIO,SANTA CRUZ DA VITÓRIA,38571,ELEITO,45,PSDB,1850,centro
GUGA,NOVO HORIZONTE DO SUL,55042,ELEITO,45,PSDB,1832,centro
ILSE LEOBET,SÃO CRISTÓVÃO DO SUL,80942,ELEITO,45,PSDB,1817,centro
ZEZÃO,GOVERNADOR LUIZ ROCHA,7625,ELEITO,45,PSDB,1812,centro
LUCIANO LOPES,LINDÓIA,66419,ELEITO,45,PSDB,1808,centro
PARRÃO,SANTO ANTÔNIO DO PINHAL,70653,ELEITO,45,PSDB,1804,centro
CASSIA DOURADO,SANTA ISABEL,96890,ELEITO,45,PSDB,1794,centro
ITAMAR,NARANDIBA,67458,ELEITO,45,PSDB,1782,centro
CIRLEI,DIVINÉSIA,44377,ELEITO,45,PSDB,1779,centro
ADRIANE SCHRAMM,MAÇAMBARÁ,88447,ELEITO,45,PSDB,1778,centro
ROGERIM,DAMOLÂNDIA,93378,ELEITO,45,PSDB,1756,centro
TIQUINHO,RUY BARBOSA,18198,ELEITO,45,PSDB,1730,centro
SONYARA,LAGOA DE VELHOS,17272,ELEITO,45,PSDB,1727,centro
TIAGÃO,PILAR DE GOIÁS,95354,ELEITO,45,PSDB,1713,centro
JURA,NOVA ALIANÇA,67571,ELEITO,45,PSDB,1695,centro
JOSÉ MAURÍCIO,GUARARÁ,45691,ELEITO,45,PSDB,1690,centro
SAULO TRAJANO,PASSAGEM FRANCA DO PIAUÍ,10405,ELEITO,45,PSDB,1684,centro
MARQUINHO BASTOS,REGINÓPOLIS,69515,NÃO ELEITO,45,PSDB,1678,centro
DUDUCA,BOCAINA DO SUL,81280,ELEITO,45,PSDB,1670,centro
HIGINO,RITÁPOLIS,51217,ELEITO,45,PSDB,1670,centro
MARCOS ALVES,SALGADINHO,21610,ELEITO,45,PSDB,1644,centro
CESAR CUNHA,AGRONÔMICA,80055,ELEITO,45,PSDB,1643,centro
MARCIO DO ESCRITORIO,MARAPOAMA,61867,ELEITO,45,PSDB,1610,centro
JULIANO,ALAGOA,40258,ELEITO,45,PSDB,1598,centro
JARI HUNHOFF,CAPITÃO,86509,ELEITO,45,PSDB,1596,centro
EDER,JERIQUARA,66095,ELEITO,45,PSDB,1583,centro
CÉLIA,MIRASSOLÂNDIA,67091,ELEITO,45,PSDB,1578,centro
ARISLEU PIRES,BIQUINHAS,41394,ELEITO,45,PSDB,1572,centro
LÊ BRAGA,SÃO JOSÉ DO BARREIRO,70939,ELEITO,45,PSDB,1570,centro
MARCIO,JAGUARAÇU,46990,ELEITO,45,PSDB,1568,centro
ILDO GAUCHO,GLICÉRIO,64432,ELEITO,45,PSDB,1526,centro
IVÂNIA,MATRINCHÃ,92320,ELEITO,45,PSDB,1519,centro
JOAO ARRUDA,INÚBIA PAULISTA,65170,ELEITO,45,PSDB,1519,centro
VALTINHO BORANELLI,TEJUPÁ,71854,ELEITO,45,PSDB,1517,centro
ADAILTON,ANHUMAS,61476,ELEITO,45,PSDB,1514,centro
SARGENTO LEONARDO,SERRA AZUL DE MINAS,53295,ELEITO,45,PSDB,1512,centro
PROFESSOR LEONIR,CRUZEIRO DO IGUAÇU,74241,ELEITO,45,PSDB,1483,centro
FORMIGUINHA,MOMBUCA,67199,ELEITO,45,PSDB,1482,centro
CLOVIS DO BANCO,TAQUARUSSU,98175,ELEITO,45,PSDB,1473,centro
ABIGAIL,ALVINLÂNDIA,61298,ELEITO,45,PSDB,1447,centro
ELDER,LEANDRO FERREIRA,47651,ELEITO,45,PSDB,1445,centro
ZÉ MAMÃO,SÃO JOÃO DAS DUAS PONTES,70858,ELEITO,45,PSDB,1436,centro
WELDER,RIBEIRÃO VERMELHO,50938,ELEITO,45,PSDB,1430,centro
JOAO CLEITON,CANABRAVA DO NORTE,90085,ELEITO,45,PSDB,1420,centro
DUDA,FLORÍNEA,64238,ELEITO,45,PSDB,1409,centro
DALYSON NEVES,ZABELÊ,19348,ELEITO,45,PSDB,1389,centro
ALEXANDRE BATELLO,MAGDA,66672,ELEITO,45,PSDB,1388,centro
ADILSON,ÁLVARO DE CARVALHO,61271,ELEITO,45,PSDB,1361,centro
VAGÃO,PLATINA,68950,ELEITO,45,PSDB,1359,centro
JUAREZ FURTADO,ROMELÂNDIA,82996,ELEITO,45,PSDB,1356,centro
HELLEN RODRIGUES,AVAÍ,61859,ELEITO,45,PSDB,1355,centro
SALVADOR MATSUNAKA,LAVÍNIA,66311,ELEITO,45,PSDB,1351,centro
DIDI ALMEIDA,SÃO SEBASTIÃO DA VARGEM ALEGRE,42340,ELEITO,45,PSDB,1343,centro
FÚVIO DO CHICO PREFEITO,CORONEL XAVIER CHAVES,43931,ELEITO,45,PSDB,1329,centro
CHICLETE,SIMÃO PEREIRA,53490,ELEITO,45,PSDB,1329,centro
ATOS,CARMÉSIA,42757,ELEITO,45,PSDB,1314,centro
PROFESSOR ARISTEU,RANCHO ALEGRE D OESTE,74721,ELEITO,45,PSDB,1304,centro
KARLA DO FABIANO,MATHIAS LOBATO,54313,ELEITO,45,PSDB,1288,centro
MARIO,SENADOR SALGADO FILHO,88765,ELEITO,45,PSDB,1268,centro
COCA,GABRIEL MONTEIRO,64319,ELEITO,45,PSDB,1254,centro
ROBERTO MARTIM SCHAEFER,BOA VISTA DO SUL,88161,ELEITO,45,PSDB,1225,centro
BODÃO,APARECIDA DO RIO DOCE,93009,ELEITO,45,PSDB,1207,centro
TUM,SUZANÁPOLIS,61301,ELEITO,45,PSDB,1196,centro
GABRIEL DO FABIANO,NOVO BRASIL,95010,ELEITO,45,PSDB,1192,centro
NENÊ BETIO,SANTO EXPEDITO,70670,ELEITO,45,PSDB,1191,centro
MARCÍLIA DO NENÉM,ARACITABA,40657,ELEITO,45,PSDB,1167,centro
ADERITO CAMARGO,INDIAPORÃ,65153,ELEITO,45,PSDB,1167,centro
GILMAR FUHR NACK,PRESIDENTE LUCENA,87505,ELEITO,45,PSDB,1137,centro
JUNIOR GARCIA,FLOREAL,64190,ELEITO,45,PSDB,1121,centro
VALDIR VERONA,SANTA MERCEDES,70432,ELEITO,45,PSDB,1111,centro
OCLAIR BENTO,PARISI,61824,ELEITO,45,PSDB,1110,centro
RENÊ,ARAPEÍ,61646,ELEITO,45,PSDB,1104,centro
MARCUS PETI,ACEGUÁ,88986,ELEITO,45,PSDB,1095,centro
ARILDO MOSQUITO,CRUZÁLIA,63673,ELEITO,45,PSDB,1056,centro
ITIBERÊ,CHIADOR,43230,ELEITO,45,PSDB,1048,centro
JOÃO FILHO,NOVA NAZARÉ,90964,ELEITO,45,PSDB,1043,centro
ZÉ DA GUEROBA,BRAZABRANTES,92711,ELEITO,45,PSDB,1034,centro
RONALDO,GRUPIARA,45578,ELEITO,45,PSDB,1029,centro
GARCIA,VARGEM BONITA,54119,NÃO ELEITO,45,PSDB,1020,centro
NERCILIO,EMBAÚBA,61182,ELEITO,45,PSDB,997,centro
IVAN DE PAULA,ASPÁSIA,61522,ELEITO,45,PSDB,988,centro
RONIVON PARREIRA,RIBEIRÃOZINHO,90441,ELEITO,45,PSDB,982,centro
HUMBERTO,LUCIANÓPOLIS,66516,ELEITO,45,PSDB,972,centro
ZE PEDRO RAMPIM,NIPOÃ,67555,ELEITO,45,PSDB,961,centro
JERRI DA FÁTIMA,ITAJU,65412,ELEITO,45,PSDB,939,centro
CRISTIANO,PONTES GESTAL,69078,ELEITO,45,PSDB,936,centro
JOÃO CARLOS,DIRCE REIS,61123,ELEITO,45,PSDB,900,centro
JACKSON,BALBINOS,61930,ELEITO,45,PSDB,844,centro
MAROLA,ÁGUA COMPRIDA,40134,ELEITO,45,PSDB,843,centro
DALVIR LUIZ LUDWIG,SÃO BERNARDINO,81485,ELEITO,45,PSDB,791,centro
MAURILEI,PRACINHA,62120,ELEITO,45,PSDB,783,centro
ODECIO,LOURDES,62022,ELEITO,45,PSDB,773,centro
ZÉ MAURI,RIBEIRÃO DOS ÍNDIOS,62421,ELEITO,45,PSDB,763,centro
THAIS,NOVA CANAÃ PAULISTA,61425,ELEITO,45,PSDB,743,centro
ROBSON FORTE,URU,72192,ELEITO,45,PSDB,688,centro
JORDÃO,ÓLEO,67776,ELEITO,45,PSDB,666,centro
MIGUEL MACHADO,ANHEMBI,61450,NÃO ELEITO,45,PSDB,0,centro
EDUARDO PAES,RIO DE JANEIRO,60011,2º TURNO,25,DEM,974804,direita
BRUNO REIS,SALVADOR,38490,ELEITO,25,DEM,779408,direita
RAFAEL GRECA,CURITIBA,75353,ELEITO,25,DEM,499821,direita
GEAN,FLORIANÓPOLIS,81051,ELEITO,25,DEM,126144,direita
JUNYNHO MARTINS,RIBEIRÃO DAS NEVES,50911,ELEITO,25,DEM,72679,direita
DR JOÃO,SÃO JOÃO DE MERITI,59013,2º TURNO,25,DEM,71730,direita
NÉLIO AGUIAR,SANTARÉM,5355,2º TURNO,25,DEM,71594,direita
ELINALDO,CAMAÇARI,34134,ELEITO,25,DEM,68927,direita
DIOGO BALIEIRO DINIZ,RESENDE,58831,ELEITO,25,DEM,54880,direita
JESUS CHEDID,BRAGANÇA PAULISTA,62510,ELEITO,25,DEM,53730,direita
MÃO SANTA,PARNAÍBA,11533,ELEITO,25,DEM,52075,direita
ZITO BARBOSA,BARREIRAS,33634,ELEITO,25,DEM,51107,direita
RAFAEL SIMÕES,POUSO ALEGRE,50490,ELEITO,25,DEM,50377,direita
DIEGO SORGATTO,LUZIÂNIA,94455,ELEITO,25,DEM,48061,direita
PAULO DO VALE,RIO VERDE,95710,ELEITO,25,DEM,45580,direita
DOUTOR MARCELO BELITARDO,TEIXEIRA DE FREITAS,39934,ELEITO,25,DEM,45433,direita
RODRIGO DRABLE,BARRA MANSA,58076,ELEITO,25,DEM,43323,direita
MANOELA PERES,SAQUAREMA,59099,ELEITO,25,DEM,34960,direita
ASSIS,IMPERATRIZ,8036,ELEITO,25,DEM,34253,direita
BI GARCIA,PARINTINS,2690,ELEITO,25,DEM,32778,direita
EUCLERIO SAMPAIO,CARIACICA,56251,2º TURNO,25,DEM,30934,direita
JUNIOR MARABA,LUÍS EDUARDO MAGALHÃES,30007,ELEITO,25,DEM,29982,direita
CORDÉLIA  TORRES,EUNÁPOLIS,30058,ELEITO,25,DEM,29925,direita
DEIRÓ MARRA,PATROCÍNIO,49611,ELEITO,25,DEM,29493,direita
NILO COELHO,GUANAMBI,35335,ELEITO,25,DEM,29180,direita
PAULA LEMOS,BARRETOS,62090,ELEITO,25,DEM,27540,direita
MÁRIO MARCUS,CONSELHEIRO LAFAIETE,43656,ELEITO,25,DEM,27000,direita
DR MARIO TASSINARI,ITAPEVA,65498,ELEITO,25,DEM,23530,direita
DR EDSON,UBÁ,53970,ELEITO,25,DEM,23453,direita
ELMO,CAMPO FORMOSO,34193,ELEITO,25,DEM,22519,direita
CHRISTIAN GONÇALVES,ITAJUBÁ,46477,ELEITO,25,DEM,22337,direita
MARCIO RAUBER,MARECHAL CÂNDIDO RONDON,76830,ELEITO,25,DEM,22316,direita
MARCELO,CONCEIÇÃO DO COITÉ,34673,ELEITO,25,DEM,22281,direita
ROZÁRIO XIMENES,CANINDÉ,13552,ELEITO,25,DEM,22234,direita
GILVANDRO ESTRELA,BELO JARDIM,23337,ELEITO,25,DEM,22145,direita
EUGÊNIO VILELA,FORMIGA,45217,ELEITO,25,DEM,22076,direita
MARCELO PUPPI,CAMPO LARGO,74810,ELEITO,25,DEM,21566,direita
VITOR HUGO,CABEDELO,19658,ELEITO,25,DEM,21397,direita
PRADO,LENÇÓIS PAULISTA,66370,ELEITO,25,DEM,21076,direita
LAÉRCIO JUNIOR,SENHOR DO BONFIM,39012,ELEITO,25,DEM,19363,direita
LUCIELLE,BEZERROS,23370,ELEITO,25,DEM,19261,direita
JUSCELINO ROQUE,DIAMANTINA,44318,ELEITO,25,DEM,19139,direita
LEOZÃO DO RENATÃO,GOIANÉSIA,93718,ELEITO,25,DEM,17646,direita
OSNEI,PRUDENTÓPOLIS,77917,ELEITO,25,DEM,17505,direita
DR ALISSON,CAMPO BELO,42234,ELEITO,25,DEM,17319,direita
EVANDRO WATANABE,SANTA ISABEL DO PARÁ,5290,ELEITO,25,DEM,17074,direita
DIONE DA FAMÓVEIS,ITUMBIARA,94250,ELEITO,25,DEM,16640,direita
ANDRÉ PESSUTO,FERNANDÓPOLIS,64114,ELEITO,25,DEM,16457,direita
PAULINHO VALLENÇA,LEME,66354,NÃO ELEITO,25,DEM,15646,direita
MARIA JOSÉ,PESQUEIRA,25178,NÃO ELEITO,25,DEM,15562,direita
LUCAS SEREN,BEBEDOURO,62219,ELEITO,25,DEM,14788,direita
ADEMIR MORAIS,SANTA LUZIA,21695,NÃO ELEITO,25,DEM,14644,direita
IGOR SANTOS,PARACATU,49395,ELEITO,25,DEM,14614,direita
CONRADO SCHELLER,CAMBÉ,74713,ELEITO,25,DEM,14108,direita
CARLOS SIRENA,JUARA,98191,ELEITO,25,DEM,13957,direita
GUSTAVO MEDEIROS,UNIÃO,12211,ELEITO,25,DEM,13460,direita
MÁRCIO SERRÃO,LARANJAL DO JARI,6130,ELEITO,25,DEM,13111,direita
JOÃO BATISTA,EXTREMA,45012,ELEITO,25,DEM,12837,direita
SEVERINO DIAS,VASSOURAS,59234,ELEITO,25,DEM,12815,direita
DANILO DE JOALDO,ITABAIANINHA,31593,ELEITO,25,DEM,12481,direita
TERESINHA,SÃO JOÃO DA BOA VISTA,70831,ELEITO,25,DEM,12430,direita
PROFESSOR WANDER,SANTA RITA DO SAPUCAÍ,51918,ELEITO,25,DEM,12253,direita
ALEANDRO CALDATO,SANTO ANTÔNIO DO DESCOBERTO,96776,ELEITO,25,DEM,12228,direita
VILMA GOMES,CANSANÇÃO,34355,ELEITO,25,DEM,12082,direita
MARCIO CARDIM,ADAMANTINA,61018,ELEITO,25,DEM,11863,direita
MANOEL BERNARDO,JOÃO CÂMARA,17132,ELEITO,25,DEM,11804,direita
AUGUSTO FERRAZ,IRANDUBA,98353,ELEITO,25,DEM,11732,direita
DELEGADA ANA TAROUCO,SANT ANA DO LIVRAMENTO,88455,ELEITO,25,DEM,11712,direita
LIBA DO TOP HAUS,NAVEGANTES,82210,ELEITO,25,DEM,11433,direita
ALOISIO,MACAÚBAS,36978,ELEITO,25,DEM,11414,direita
HERALDO TRENTO,GUAÍRA,75710,ELEITO,25,DEM,11410,direita
JOÃO CARLOS DOS SANTOS,GARÇA,64351,ELEITO,25,DEM,11022,direita
KAYSER ROCHA,SOLÂNEA,22217,ELEITO,25,DEM,10830,direita
MIGUELZINHO,ALÉM PARAÍBA,40290,ELEITO,25,DEM,10712,direita
ROBERTO JUSTUS,GUARATUBA,75876,ELEITO,25,DEM,10701,direita
UBALDINO AMARAL,VALENTE,39594,ELEITO,25,DEM,10651,direita
RICARDO SALARO,SÃO MANUEL,71030,ELEITO,25,DEM,10609,direita
PAULO VITOR,JARAGUÁ,94315,ELEITO,25,DEM,10499,direita
LUANNA,VITORINO FREIRE,9539,ELEITO,25,DEM,10470,direita
LAURINHO MAIA,CATOLÉ DO ROCHA,19879,ELEITO,25,DEM,10231,direita
FERDINANDO COUTINHO,MATÕES,8311,ELEITO,25,DEM,10163,direita
CARLINHOS MATOS,RIACHÃO DO JACUÍPE,38270,ELEITO,25,DEM,10114,direita
ALEX TESTONI,OURO PRETO DO OESTE,175,ELEITO,25,DEM,9961,direita
DANIEL DO SINDICATO,CRISTALINA,93254,ELEITO,25,DEM,9902,direita
PROF DILMO,JOSÉ BONIFÁCIO,66150,ELEITO,25,DEM,9784,direita
DR ZÉ ANTÔNIO,MACAU,17434,ELEITO,25,DEM,9670,direita
ISMAEL BATISTA,PAIÇANDU,77313,ELEITO,25,DEM,9588,direita
ZÉ MARIA ,CUPIRA,23990,ELEITO,25,DEM,9357,direita
EDILSON MAGRO,COXIM,90654,ELEITO,25,DEM,9355,direita
SERGIO BELICH,PALMEIRA,77356,ELEITO,25,DEM,9193,direita
PEDRINHO CAETANO,BOM SUCESSO,19470,ELEITO,25,DEM,9125,direita
RAYLAN BARROSO,EIRUNEPÉ,2291,ELEITO,25,DEM,9021,direita
ZÉ MARIA,PIRAJU,68772,NÃO ELEITO,25,DEM,8736,direita
KIKO MONTEIRO,CAAPORÃ,19615,ELEITO,25,DEM,8672,direita
ZÉ DÉLIO JR,HIDROLÂNDIA,93890,ELEITO,25,DEM,8467,direita
GUTO RESENDE,SÃO JOAQUIM DE BICAS,41629,ELEITO,25,DEM,8364,direita
WILSON RIBEIRO,FRAIBURGO,81078,ELEITO,25,DEM,8313,direita
ARY,ORTIGUEIRA,77275,ELEITO,25,DEM,8157,direita
ELISSANDRA BRITO,ITAPOROROCA,20435,ELEITO,25,DEM,8106,direita
SANDRA PAES,CANHOTINHO,23736,ELEITO,25,DEM,8066,direita
LUIS FERNANDO,HUMBERTO DE CAMPOS,7978,ELEITO,25,DEM,7919,direita
HAMILTON BERNARDES JUNIOR,PEDREIRA,68438,ELEITO,25,DEM,7886,direita
MIZÔ ALENCAR,FILADÉLFIA,93556,NÃO ELEITO,25,DEM,7886,direita
FÁTIMA PACHECO,QUISSAMÃ,58009,ELEITO,25,DEM,7829,direita
PAULINHO,BOMBINHAS,80985,ELEITO,25,DEM,7811,direita
FRANKLIN LEITE,SERRA PRETA,39071,ELEITO,25,DEM,7695,direita
DOUTOR GEORGE,SAPEAÇU,38911,ELEITO,25,DEM,7531,direita
EUNICE BARRETO PEIXOTO,NAZARÉ,37516,ELEITO,25,DEM,7511,direita
BIU ABREU,OROBÓ,24937,ELEITO,25,DEM,7439,direita
PAULINHO DO BARREIRÃO,ANICUNS,92258,ELEITO,25,DEM,7068,direita
MARQUINHOS DO POVO,RANCHARIA,69450,ELEITO,25,DEM,6949,direita
NIXON BARACHO,ALTO DO RODRIGUES,16136,ELEITO,25,DEM,6926,direita
VINÍCIUS IBRANN,BUERAREMA,33936,ELEITO,25,DEM,6859,direita
LÊ,TUPI PAULISTA,72036,ELEITO,25,DEM,6787,direita
TATÁ AMARAL,POCONÉ,91294,ELEITO,25,DEM,6772,direita
MARCOS PATRIOTA,JUPI,24651,ELEITO,25,DEM,6769,direita
ELOÍSIO CUNHA,ERVÁLIA,44792,ELEITO,25,DEM,6761,direita
ÉRICO STEVAN,GUARANTÃ DO NORTE,99058,ELEITO,25,DEM,6739,direita
